,0,1,2,3
"(4, 22)",-0.003138561143933888,-0.00314622083592098,-0.003137275223396474,-0.0031355952089334354
"(4, 21)",-0.0031407121471939544,-0.0031480500104502703,-0.003146728800309542,-0.0031359664620167174
"(4, 20)",-0.0031380067609220854,-0.0031436110855783757,-0.0031403579419353594,-0.00313104858408554
"(5, 20)",-0.0031416773428914694,-0.00312218979467302,-0.0031366985919443154,-0.0031237448653906605
"(5, 19)",-0.003139828075171724,-0.0031465442364013957,-0.0031414879419002797,-0.003145672444884195
"(5, 18)",-0.0031388107038905293,-0.0031449092991680536,-0.0031388451505138725,-0.003132251578771433
"(6, 18)",-0.003136017837389434,-0.003156677130977371,-0.0031388157527606608,-0.0031455116919264434
"(4, 18)",-0.003134868500684799,-0.0031460541862906883,-0.0031379597663660644,-0.003143832734180774
"(4, 17)",-0.003136463719659202,-0.003140281659067093,-0.0031407430581988287,-0.003138153025501301
"(4, 16)",-0.003138257970689684,-0.003141169962542871,-0.0031392861494006483,-0.0031402858683244805
"(3, 16)",-0.0031335233349322022,-0.003136744516157055,-0.003142905025575349,-0.0031445553933978723
"(6, 19)",-0.0031575342447877843,-0.0031511759640095137,-0.0031585099640781384,-0.0031570242689926654
"(6, 20)",-0.003154905144302854,-0.0031490462498429206,-0.003155428281156887,-0.0031504212570138395
"(2, 16)",-0.003146991964737053,-0.003151075085307564,-0.0031430696506531933,-0.003147590160412125
"(2, 17)",-0.0031557625662350566,-0.0031446804837883323,-0.0031493329048780947,-0.0031528823353584325
"(1, 17)",-0.0031464311209387238,-0.0031506424430095066,-0.0031528312502545845,-0.0031532874512336735
"(1, 16)",-0.0031483722697637022,-0.0031512551807782643,-0.003138842761644255,-0.003147063511266713
"(1, 15)",-0.003160989007785093,-0.0031539946826684177,-0.0031440591428295835,-0.0031538834526816254
"(1, 14)",-0.003165527411291521,-0.0031668355552848483,-0.0031609291163497174,-0.0031583590741223553
"(2, 14)",-0.0031669899986627088,-0.0031612865896411,-0.0031645233400757733,-0.0031582030199017253
"(3, 14)",-0.003161705393777615,-0.003153847269775645,-0.003164391422046632,-0.003162928081485096
"(3, 15)",-0.003162170073602729,-0.0031621025526221503,-0.0031523766669475043,-0.0031511746866379046
"(2, 15)",-0.003143648687628522,-0.0031385125950302976,-0.0031410210988772813,-0.0031598813178737926
"(3, 13)",-0.003161830112940675,-0.0031668581933328036,-0.003165101726279568,-0.0031562779439809944
"(4, 13)",-0.003142945249059328,-0.0031455511376841778,-0.0031634898880655293,-0.003138985608275912
"(4, 12)",-0.003140500579822042,-0.0031474244429485184,-0.0031443426125051404,-0.003140996867147137
"(4, 11)",-0.0031555252667760224,-0.003147270809227162,-0.0031448188887220016,-0.003150899331135872
"(4, 10)",-0.0031577938597069526,-0.00316012400945152,-0.003166891442439062,-0.0031572787722736278
"(4, 9)",-0.003167088700115524,-0.0031657349781369568,-0.003160807425835619,-0.0031606487890898103
"(3, 9)",-0.003167009745283833,-0.003166093175555436,-0.0031575369922847403,-0.003168072107932759
"(3, 10)",-0.0031679312272025885,-0.003164238383978567,-0.0031664676953371,-0.0031655206364745174
"(3, 11)",-0.0031689552070733513,-0.003159157748998569,-0.003161456763924914,-0.0031658174255380324
"(3, 12)",-0.0031696050140775744,-0.0031674040221763475,-0.003163181528389814,-0.0031684140527626515
"(2, 12)",-0.0031618366606592212,-0.0031666805670578146,-0.0031607267186514443,-0.0031691315509160714
"(2, 11)",-0.0031654555175879076,-0.003170284846027809,-0.0031589751335120027,-0.003158970942403861
"(1, 11)",-0.00315842296807344,-0.003160160007990385,-0.003167464135460607,-0.003167521056058339
"(1, 12)",-0.0031689095484171577,-0.0031643251377227876,-0.0031610846184048687,-0.003163919789177286
"(1, 13)",-0.003170302785778135,-0.003169453360569075,-0.0031582291423838684,-0.003166255103419867
"(0, 13)",-0.003158975308931093,-0.0031542247515521527,-0.0031594823997883018,-0.0031667462216791024
"(0, 12)",-0.003158469093248812,-0.003167897495200409,-0.0031673018676278085,-0.003162068641733265
"(0, 11)",-0.0031551467394995624,-0.00316534796938901,-0.003155626904983335,-0.003164499243191334
"(0, 10)",-0.003137806008906715,-0.00316291710352758,-0.0031459057320508033,-0.003137731900342092
"(1, 10)",-0.0031369410583175854,-0.003140893648730829,-0.0031430493875429797,-0.003143329683074645
"(1, 9)",-0.0031343336393237758,-0.003141419505615262,-0.003138279618591112,-0.0031393066025736335
"(0, 14)",-0.0031618890425875582,-0.0031561025733957172,-0.003158178688420203,-0.0031531128173636768
"(0, 15)",-0.003161214202307507,-0.0031579761401994296,-0.0031561001134196615,-0.003155952349650786
"(0, 16)",-0.003162840600878422,-0.003154987861785057,-0.003160781667625314,-0.0031576272836398547
"(0, 17)",-0.003158998866919894,-0.003157094956761268,-0.003148100136386658,-0.0031507567863152644
"(0, 18)",-0.003162332320655996,-0.0031577734442017847,-0.003153824897007879,-0.0031578592626949156
"(2, 13)",-0.0031679863045226413,-0.0031690292913968605,-0.0031721313378637204,-0.003162252677931814
"(1, 18)",-0.003160186926659923,-0.003180724648620559,-0.0031633322494214805,-0.0031589098014295595
"(2, 18)",-0.003160709265079424,-0.003161095234871336,-0.0031627942894296365,-0.003153125194025223
"(2, 19)",-0.003168914926041559,-0.003170888781387601,-0.0031636864721547244,-0.0031657205307488888
"(3, 19)",-0.003166706347959329,-0.0031727207800071903,-0.003173072218026969,-0.003167835106229809
"(3, 18)",-0.0031668945330559535,-0.003172452117995637,-0.0031764959161218603,-0.0031639296269848714
"(4, 19)",-0.0031571033180294,-0.003161637813943292,-0.0031742509833072954,-0.0031542739097800464
"(3, 20)",-0.0031790525890098374,-0.003173290363635122,-0.0031701416755548243,-0.0031687781186314845
"(2, 20)",-0.0031676468638519063,-0.003158438123287695,-0.0031604590804223446,-0.003175772399969508
"(1, 20)",-0.0031636138429134296,-0.003165467327110041,-0.0031595699207415708,-0.0031659590755511186
"(1, 19)",-0.003157784777859533,-0.0031688544774008134,-0.003177518406402998,-0.0031598800361422657
"(0, 19)",-0.0031636401170887576,-0.003163761925279078,-0.003168031090229204,-0.003182530891681113
"(3, 17)",-0.0031581103107493854,-0.0031724132267055127,-0.0031650857682101897,-0.0031682439039820384
"(0, 20)",-0.003171656791982049,-0.0031614667199716933,-0.0031652846605501658,-0.003161921489189124
"(0, 21)",-0.0031679324876681763,-0.00315829828616117,-0.003148637476646771,-0.003152527231419244
"(0, 22)",-0.0031620531223300998,-0.003158244658735221,-0.003160635020531066,-0.0031560702353639575
"(1, 22)",-0.003156477215723606,-0.003152904171708933,-0.003158742516056952,-0.003147947940274255
"(1, 21)",-0.0031574530639359288,-0.003162093950449503,-0.0031498219843939736,-0.0031565188221752464
"(2, 21)",-0.0031597584266021233,-0.0031587885697004167,-0.0031602152658208723,-0.003153209507585753
"(2, 22)",-0.0031641793584475794,-0.0031619754036375466,-0.003163831292785642,-0.0031559577307188804
"(3, 22)",-0.003146484478583505,-0.003143003699334505,-0.003163532554336123,-0.0031558564072889836
"(3, 21)",-0.0031451314370435565,-0.003151140014868734,-0.003150509671759672,-0.003159554904139726
"(3, 23)",-0.0031464201429677353,-0.003142002006988732,-0.003132528407431652,-0.0031400325308484733
"(2, 23)",-0.0031270479279818693,-0.0031308551770543986,-0.0031352443896797808,-0.0031387587960750333
"(2, 24)",-0.0031362470301726083,-0.003126095988538783,-0.003135265496071402,-0.0031285547125577268
"(3, 24)",-0.003130582828224908,-0.0031302437874692435,-0.003137672655157965,-0.003126012694287948
"(1, 24)",-0.003119047587775104,-0.0031327718694688614,-0.003125926451708475,-0.003139204127803112
"(1, 23)",-0.0031165495564724963,-0.0031257901261288017,-0.003125193578912265,-0.003120558773237414
"(0, 23)",-0.0031260307617714056,-0.0031261954128052093,-0.0031359924477650505,-0.0031266512914345347
"(0, 24)",-0.003130788748867438,-0.0031135560522108454,-0.0031074213995343505,-0.0031145141143699927
"(1, 8)",-0.003133240304277826,-0.0031403136498833004,-0.0031292329346947543,-0.0031360896922138955
"(1, 7)",-0.0031148768787416857,-0.0031378759643779217,-0.003119747731120409,-0.0031198022903059616
"(0, 7)",-0.0031184621524779814,-0.0031208887374769524,-0.0031186343136735753,-0.003124711133539809
"(0, 6)",-0.00311867713353103,-0.0031239829856311054,-0.0031173347828576596,-0.0031168605371308476
"(0, 5)",-0.003114238490345142,-0.003126650789997887,-0.0031053684582540123,-0.003116950900981974
"(0, 8)",-0.0031258297008598017,-0.00312220073104366,-0.0031237165185191386,-0.0031247303586517667
"(0, 9)",-0.003128605256944343,-0.003119516667782909,-0.0031228805296366867,-0.0031255428657917346
"(1, 5)",-0.003112206566988017,-0.003117965487109126,-0.0031229631741761703,-0.003115755901455991
"(2, 5)",-0.0031019441596863884,-0.003103849840926899,-0.003120694843276832,-0.0031015899306870796
"(2, 6)",-0.0031125857067806116,-0.003107625920549767,-0.0031087683679774138,-0.0031009388791572393
"(3, 6)",-0.0031019907975770923,-0.003105964298461777,-0.0031093300481715215,-0.003106160232545883
"(1, 6)",-0.0031077742992775283,-0.0031080778388949816,-0.003101899380856749,-0.0031137473627545435
"(3, 7)",-0.003114827750580222,-0.0031123526702832934,-0.003119601723613536,-0.0031090384586994913
"(3, 8)",-0.0031176005472108212,-0.0031164235286829526,-0.003109756120827781,-0.003110481149437515
"(4, 8)",-0.0031173791033284695,-0.0031135051690891866,-0.0031142818618967207,-0.003112184408874505
"(5, 8)",-0.0031064039228617755,-0.0031080555269194805,-0.003117882650805657,-0.003110312658395219
"(2, 8)",-0.0031099260993001695,-0.003110298735833388,-0.0031159483355163446,-0.0031173209023239714
"(2, 7)",-0.003095299848009872,-0.0031163865471102005,-0.00309971501197134,-0.003103898068364734
"(2, 9)",-0.00311912851760945,-0.00311894671627984,-0.0031113284223052056,-0.0031192226846794334
"(2, 10)",-0.003124458324749055,-0.003123313971605222,-0.0031188451379722706,-0.003113244795362188
"(5, 9)",-0.003116313947449931,-0.0031121022457670853,-0.003110976143248881,-0.003108217401285484
"(6, 9)",-0.0031071107154457818,-0.0031134761067353914,-0.0031160192659638953,-0.0031107380023757663
"(7, 9)",-0.0031123551143163353,-0.003107490367511064,-0.003118031093696721,-0.0031164119529515566
"(7, 8)",-0.003111454091858053,-0.0031180511053540637,-0.003114658709459153,-0.003114104111306004
"(7, 7)",-0.003116059235437262,-0.003118530204409063,-0.003135437556846286,-0.0031091901415063244
"(6, 7)",-0.003136446871401098,-0.003133139795048541,-0.0031339127713698894,-0.003138767938116771
"(6, 8)",-0.003139623786174285,-0.0031418303053178296,-0.003133532182367351,-0.0031387426530232305
"(5, 7)",-0.0031345758529917004,-0.0031364689388647575,-0.00312939372264774,-0.0031388573344882124
"(5, 6)",-0.003137125205898111,-0.003140277442753858,-0.003138264100037777,-0.0031356259281617987
"(4, 6)",-0.003135278480624649,-0.003145331788410341,-0.003140484570669524,-0.0031449240327316177
"(4, 5)",-0.0031318004236773255,-0.003141139747940792,-0.0031350727264935424,-0.0031380173740914487
"(3, 5)",-0.003133864225916769,-0.0031258236535892303,-0.003134017523024496,-0.003140081556505602
"(3, 4)",-0.0031188361592608686,-0.0031404236323236694,-0.003126354426305487,-0.0031213827087803606
"(3, 3)",-0.003120572591901714,-0.003124927601603417,-0.003111056843689106,-0.0031325155088928187
"(3, 2)",-0.0031179983871669286,-0.0031268393808258368,-0.003121735186166694,-0.003129864177187402
"(4, 2)",-0.003116705746581252,-0.003114477167780718,-0.00313264187175649,-0.003120892029232795
"(5, 2)",-0.003113155500585005,-0.0031130974828575235,-0.00312502571386984,-0.003120188473468318
"(2, 2)",-0.0031186942103789425,-0.003126564746430397,-0.0031207485227241053,-0.0031302280865752527
"(1, 2)",-0.0031210860622351705,-0.0031193638842377876,-0.003118149975887363,-0.0031285261157725877
"(4, 7)",-0.0031485933465403818,-0.00314617080082402,-0.0031446611973940442,-0.003148806696053012
"(1, 1)",-0.003119368973563667,-0.0031298685401691664,-0.003122064514770751,-0.003123958950291102
"(0, 1)",-0.0031309653670105447,-0.0031206832911203986,-0.003126115248218415,-0.0031274778708528005
"(0, 2)",-0.003126475733589588,-0.003135253111511908,-0.0031245795338460734,-0.0031183547360025014
"(6, 2)",-0.0031227885881348247,-0.003117685582200094,-0.003126540649739107,-0.0031246893985951655
"(6, 1)",-0.00312555706352693,-0.0031271902041234098,-0.0031210310411166416,-0.0031198554995105813
"(7, 1)",-0.0031208728919847957,-0.0031169686062647874,-0.003124217728485855,-0.0031196153983059135
"(8, 1)",-0.0031228316169418014,-0.003113416355907464,-0.003128029421200401,-0.003116297613420718
"(6, 3)",-0.0031249194724467695,-0.0031189086394766987,-0.003120010339464423,-0.0031155275394324257
"(5, 3)",-0.003118726921336278,-0.00312053173658479,-0.0031247570641558626,-0.0031268253865765956
"(5, 4)",-0.003126643607102129,-0.0031218262809599973,-0.003123656395896896,-0.0031303770211925574
"(6, 4)",-0.003125773786552677,-0.003129249944609097,-0.0031338112510677077,-0.0031318152201222594
"(4, 4)",-0.0031260936129836573,-0.0031237322441374066,-0.0031167773927484933,-0.003126883994274204
"(0, 3)",-0.003138901960129723,-0.0031347569090776624,-0.003127657206362461,-0.0031299519442629263
"(0, 4)",-0.003140626900613717,-0.003135467819323535,-0.003138965682837028,-0.003130437542662581
"(1, 4)",-0.003130702924532751,-0.0031265403001573106,-0.003138785999604821,-0.0031285737915939093
"(2, 4)",-0.00312983382904754,-0.0031290271773627676,-0.0031348497600883745,-0.00312537703053564
"(2, 3)",-0.0031322383180987963,-0.003137048781070815,-0.0031314888610538424,-0.0031350076688262066
"(1, 3)",-0.003123757658987561,-0.0031227730648327604,-0.003128928575202074,-0.0031345586199849305
"(4, 3)",-0.003129553631415013,-0.003130145059313815,-0.003137901502607627,-0.003125320359122748
"(6, 5)",-0.003134870328096464,-0.0031224800466919155,-0.0031269065945361838,-0.0031339372788373615
"(5, 5)",-0.003128726331415829,-0.003125253288389936,-0.003133506527984761,-0.0031341781363054587
"(6, 6)",-0.0031255066067372933,-0.003135553164371521,-0.003122739782611548,-0.0031208661797515976
"(7, 6)",-0.00311889024213288,-0.0031186146727090985,-0.0031242433579171786,-0.003134320730910781
"(8, 6)",-0.0031327953194346943,-0.0031363623206517996,-0.003138162524188922,-0.003130350523557029
"(8, 7)",-0.003140450254522042,-0.003133311222691679,-0.003129130176486439,-0.003122870342819937
"(8, 8)",-0.003138483483331318,-0.0031327815901812327,-0.003131007703939936,-0.0031291896832491605
"(7, 5)",-0.003121388695534074,-0.0031250181159338973,-0.003120343287350754,-0.0031221169160231374
"(8, 9)",-0.0031411033911705423,-0.003130456513400181,-0.003119218905032745,-0.003125430708770358
"(8, 10)",-0.0031406439444085534,-0.003134020041371871,-0.0031362821699074226,-0.003140156677199052
"(9, 10)",-0.0031380269142070837,-0.00314065516500145,-0.0031453879264365563,-0.003140396140852243
"(7, 10)",-0.003139146967034943,-0.003136148164679909,-0.00314518692666045,-0.0031417783792739257
"(6, 10)",-0.0031424018500697684,-0.0031345275885857737,-0.0031410307205313433,-0.0031518521850248623
"(10, 10)",-0.0031407459150412176,-0.0031446841752595794,-0.0031457685081125782,-0.0031347407487207378
"(11, 10)",-0.0031314047388930084,-0.003140176616873509,-0.0031419117176021126,-0.0031356910336175292
"(11, 9)",-0.003136393213653515,-0.0031367291100982404,-0.0031281897535953562,-0.0031335215011468296
"(10, 9)",-0.0031238823419227984,-0.00312898350803206,-0.003125542013180176,-0.0031360746308683385
"(9, 9)",-0.003125573564131679,-0.0031248285403636957,-0.0031332965164574704,-0.0031329050608240603
"(9, 8)",-0.0031305790786899652,-0.003133872900110378,-0.0031248407207277195,-0.003123963005373677
"(10, 8)",-0.003126920269062852,-0.003116981810012806,-0.003128945410398047,-0.0031220151871808326
"(11, 8)",-0.0031188930201079827,-0.003126190772976093,-0.0031292614794323154,-0.003123511570478541
"(11, 7)",-0.003115041138837411,-0.003123439379751772,-0.003122315175003132,-0.0031186683555461466
"(12, 7)",-0.0031197347376864626,-0.0031201253067059146,-0.003126137067923202,-0.003114888814129849
"(12, 8)",-0.0031280879936192722,-0.003121029953821508,-0.0031162063305222054,-0.0031241884874956575
"(12, 9)",-0.003124092448185788,-0.0031114784842859347,-0.0031141224026281864,-0.0031205700127919984
"(12, 10)",-0.0031165498552871646,-0.0031088286426577566,-0.003115691466798422,-0.0031061024784926282
"(10, 7)",-0.003123292906164513,-0.003124920036736899,-0.0031216597872852064,-0.0031274204436103114
"(10, 6)",-0.003138937557593597,-0.0031275846446741605,-0.0031198563647518605,-0.0031217476411039705
"(11, 6)",-0.0031237818015378864,-0.003120091446003335,-0.0031279637482601276,-0.0031174831740485324
"(9, 6)",-0.0031091547061798813,-0.003108161904528149,-0.003107086632562284,-0.003124340288797111
"(9, 7)",-0.003113362591593982,-0.0031033064603679726,-0.0031069718467909807,-0.0031128151897916673
"(5, 10)",-0.0031421739370254367,-0.0031381275197417463,-0.0031312525730785895,-0.003145122282828321
"(5, 11)",-0.0031444208558159344,-0.003133807850743985,-0.003158037582740186,-0.0031689989390128264
"(5, 12)",-0.00314194778313674,-0.003140166412497025,-0.0031394011566877556,-0.0031311831969099728
"(5, 13)",-0.003145752329002655,-0.003147564922683252,-0.0031444836288913387,-0.003143044593935626
"(6, 12)",-0.003132486562145668,-0.003128081556285801,-0.0031373474125637553,-0.0031360172542350463
"(6, 11)",-0.0031330863333103435,-0.003136355042965752,-0.003123778150688098,-0.003130858958134049
"(7, 11)",-0.003133854052229943,-0.0031429517121351973,-0.0031353945864669858,-0.00313118424995407
"(7, 12)",-0.003148773877406553,-0.003146293081895162,-0.0031511209500863224,-0.003140536533183438
"(24, 21)",0.00028246854694734567,0.8256627268268107,0.1147993725105014,-4.77952e-05
"(24, 20)",-6.23232304e-05,0.056447653772924454,-6.2182096e-05,-4.795201600000001e-05
"(23, 20)",-6.246436480000001e-05,-6.104019040000002e-05,-5.945920000000001e-05,-6.363462558400002e-05
"(22, 20)",-6.089905600000001e-05,-6.390406398400001e-05,-5.961601600000001e-05,-6.361910080000001e-05
"(23, 21)",-6.245025136000001e-05,-4.795201600000001e-05,-4.795201600000001e-05,-4.795201600000001e-05
"(22, 19)",-4.795201600000001e-05,-6.232323040000002e-05,-6.089905600000001e-05,-4.6526416000000006e-05
"(21, 20)",-3.1984000000000004e-05,-6.232323040000002e-05,-3.1984000000000004e-05,-6.607240158400001e-05
"(23, 19)",-4.795201600000001e-05,-6.246436480000001e-05,-4.907824000000001e-05,-5.945920000000001e-05
"(24, 19)",-4.6526416000000006e-05,-4.795201600000001e-05,-5.931664e-05,-5.931664e-05
"(24, 18)",-7.282083040000001e-05,-4.9235056000000005e-05,-4.795201600000001e-05,-6.10401904e-05
"(24, 17)",-7.9274649904e-05,-7.26925264e-05,-6.390406398400001e-05,-6.390406398400001e-05
"(24, 16)",-7.82609071696e-05,-7.914351038560002e-05,-7.39755664e-05,-6.387442576000002e-05
"(23, 16)",-5.961601600000001e-05,-7.3834432e-05,-6.390406398400001e-05,-7.837522603360001e-05
"(23, 15)",-4.77952e-05,-6.2182096e-05,-6.23232304e-05,-6.38885392e-05
"(23, 14)",-6.260549920000001e-05,-5.1942270400000003e-05,-4.494400000000001e-05,-6.10401904e-05
"(22, 14)",-4.3360000000000005e-05,-3.1984000000000004e-05,-3.1984000000000004e-05,-4.795201600000001e-05
"(22, 13)",-4.795201600000001e-05,-4.795201600000001e-05,-6.089905600000001e-05,-5.803360000000001e-05
"(23, 13)",-5.961459040000001e-05,-6.390406398400001e-05,-6.347796640000001e-05,-7.739714896e-05
"(23, 12)",-6.374740480000001e-05,-6.505879998400001e-05,-6.374740480000001e-05,-7.255139200000001e-05
"(24, 12)",-7.552676176000002e-05,-8.990132267824001e-05,-7.734751099360002e-05,-6.390406398400001e-05
"(24, 13)",-9.468217477888001e-05,-7.668149776000001e-05,-8.312545600000002e-05,-7.82609071696e-05
"(24, 14)",-8.04549055696e-05,-7.426052958400001e-05,-7.525732336e-05,-7.984015992001603e-05
"(24, 11)",-7.566789616000001e-05,-7.702120684945601e-05,-6.23232304e-05,-6.374740480000001e-05
"(24, 10)",-6.374740480000001e-05,-7.811991390400002e-05,-7.3834432e-05,-6.374740480000001e-05
"(23, 10)",-4.494400000000001e-05,-4.6369600000000004e-05,-3.1984000000000004e-05,-7.966968508960001e-05
"(23, 9)",-4.795201600000001e-05,-4.795201600000001e-05,-4.3360000000000005e-05,-4.795201600000001e-05
"(22, 9)",-4.3360000000000005e-05,-3.1984000000000004e-05,-3.1984000000000004e-05,-4.795201600000001e-05
"(22, 8)",-3.1984000000000004e-05,-4.6526416000000006e-05,-3.1984000000000004e-05,-3.1984000000000004e-05
"(22, 7)",-3.0400000000000004e-05,-3.1984000000000004e-05,-4.6369600000000004e-05,-3.1984000000000004e-05
"(22, 6)",-1.6000000000000003e-05,-3.1984000000000004e-05,-1.6000000000000003e-05,-1.6000000000000003e-05
"(22, 5)",-1.6000000000000003e-05,-1.6000000000000003e-05,-1.6000000000000003e-05,-1.6000000000000003e-05
"(22, 4)",0,-1.6000000000000003e-05,0,0
"(24, 15)",-7.8685423920016e-05,-6.23232304e-05,-4.795201600000001e-05,-6.390406398400001e-05
